step,epoch,split,cross_entropy,rollout_match_percent
94,0.3418181818181818,train_batch,1.5857871547341347,25.0
95,0.34545454545454546,train_batch,1.6436983235180378,26.5625
96,0.3490909090909091,train_batch,1.3405132135376334,26.5625
97,0.3527272727272727,train_batch,1.5568149834871292,23.4375
98,0.3563636363636364,train_batch,1.5036985203623772,25.0
99,0.36,train_batch,1.4829556681215763,28.125
100,0.36363636363636365,train_batch,1.4376637116074562,37.5
101,0.36727272727272725,train_batch,1.3542912770062685,37.5
102,0.3709090909090909,train_batch,1.6419145725667477,29.6875
103,0.37454545454545457,train_batch,1.1949905566871166,64.0625
104,0.3781818181818182,train_batch,1.3559603169560432,35.9375
105,0.38181818181818183,train_batch,1.4211715459823608,32.8125
106,0.38545454545454544,train_batch,1.5335584618151188,32.8125
107,0.3890909090909091,train_batch,1.226989008486271,39.0625
108,0.3927272727272727,train_batch,2.014263294637203,6.25
109,0.39636363636363636,train_batch,1.4646838791668415,29.6875
110,0.4,train_batch,1.572967305779457,45.3125
111,0.4036363636363636,train_batch,1.667099591344595,29.6875
112,0.4072727272727273,train_batch,1.4740519374608994,20.3125
113,0.4109090909090909,train_batch,1.5196157856844366,29.6875
114,0.41454545454545455,train_batch,1.5522039607167244,37.5
115,0.41818181818181815,train_batch,1.5566841196268797,29.6875
116,0.4218181818181818,train_batch,1.5173857412301004,31.25
117,0.4254545454545455,train_batch,1.3250546250492334,46.875
118,0.4290909090909091,train_batch,1.5029864232055843,31.25
119,0.43272727272727274,train_batch,1.621600367128849,34.375
120,0.43636363636363634,train_batch,1.3766199010424316,37.5
121,0.44,train_batch,1.5529400147497654,32.8125
122,0.44363636363636366,train_batch,1.412719015032053,40.625
123,0.44727272727272727,train_batch,1.4025682657957077,31.25
124,0.4509090909090909,train_batch,1.4462405927479267,37.5
125,0.45454545454545453,train_batch,1.4069095961749554,45.3125
126,0.4581818181818182,train_batch,1.3997695669531822,39.0625
127,0.4618181818181818,train_batch,1.2754912041127682,59.375
128,0.46545454545454545,train_batch,1.5090365782380104,18.75
129,0.4690909090909091,train_batch,1.7208821028470993,17.1875
130,0.4727272727272727,train_batch,1.589322566986084,18.75
131,0.4763636363636364,train_batch,1.84885074198246,25.0
132,0.48,train_batch,1.4849731549620628,60.9375
133,0.48363636363636364,train_batch,1.2904840875416994,54.6875
134,0.48727272727272725,train_batch,1.5774654746055603,31.25
135,0.4909090909090909,train_batch,1.639788694679737,20.3125
136,0.49454545454545457,train_batch,1.4856597632169724,25.0
137,0.49818181818181817,train_batch,1.6446790415793657,40.625
138,0.5018181818181818,train_batch,1.6006574537605047,21.875
138,0.5018181818181818,validation_selection,1.5608791407838,29.0
139,0.5054545454545455,train_batch,1.608803752809763,29.6875
140,0.509090909090909,train_batch,1.3157747677760199,23.4375
141,0.5127272727272727,train_batch,1.5340656246989965,28.125
142,0.5163636363636364,train_batch,1.3221915289759636,48.4375
143,0.52,train_batch,1.357645083218813,54.6875
144,0.5236363636363637,train_batch,1.7221215143799782,10.9375
145,0.5272727272727272,train_batch,1.6935936994850636,14.0625
146,0.5309090909090909,train_batch,1.2991593927145004,54.6875
147,0.5345454545454545,train_batch,1.3865904472768307,45.3125
148,0.5381818181818182,train_batch,1.362726490944624,60.9375
149,0.5418181818181819,train_batch,1.6633409783244133,23.4375
150,0.5454545454545454,train_batch,1.3563718684017658,45.3125
151,0.5490909090909091,train_batch,1.3951140027493238,37.5
152,0.5527272727272727,train_batch,1.4823678471148014,31.25
153,0.5563636363636364,train_batch,1.2631049565970898,48.4375
154,0.56,train_batch,1.5864703245460987,40.625
155,0.5636363636363636,train_batch,1.3954361453652382,53.125
156,0.5672727272727273,train_batch,1.2762359995394945,42.1875
157,0.5709090909090909,train_batch,1.4242777582257986,21.875
158,0.5745454545454546,train_batch,1.3960210010409355,50.0
159,0.5781818181818181,train_batch,1.2913391469046474,45.3125
160,0.5818181818181818,train_batch,1.4918749369680882,45.3125
161,0.5854545454545454,train_batch,1.4774875938892365,35.9375
162,0.5890909090909091,train_batch,1.2464648932218552,53.125
163,0.5927272727272728,train_batch,1.5067439712584019,28.125
164,0.5963636363636363,train_batch,1.4076534304767847,32.8125
165,0.6,train_batch,1.318803520873189,48.4375
166,0.6036363636363636,train_batch,1.3378162533044815,26.5625
167,0.6072727272727273,train_batch,1.5542323533445597,39.0625
168,0.610909090909091,train_batch,1.4398581148125231,29.6875
169,0.6145454545454545,train_batch,1.9316622167825699,20.3125
170,0.6181818181818182,train_batch,1.4888080731034279,35.9375
171,0.6218181818181818,train_batch,1.3474325803108513,46.875
172,0.6254545454545455,train_batch,1.3444942850619555,31.25
173,0.6290909090909091,train_batch,1.7024597860872746,17.1875
174,0.6327272727272727,train_batch,1.49859917210415,37.5
175,0.6363636363636364,train_batch,1.3729242171393707,39.0625
176,0.64,train_batch,1.5483346907421947,32.8125
177,0.6436363636363637,train_batch,1.6132578365504742,32.8125
178,0.6472727272727272,train_batch,1.2269448987208307,43.75
179,0.6509090909090909,train_batch,1.1637642197310925,60.9375
180,0.6545454545454545,train_batch,1.0433411630801857,57.8125
181,0.6581818181818182,train_batch,1.3397141247987747,31.25
182,0.6618181818181819,train_batch,1.5157672837376595,39.0625
183,0.6654545454545454,train_batch,1.1028475132770836,65.625
184,0.6690909090909091,train_batch,1.4991541616618633,39.0625
185,0.6727272727272727,train_batch,1.720628134906292,15.625
186,0.6763636363636364,train_batch,1.7039762362837791,15.625
187,0.68,train_batch,1.3789795823395252,46.875
188,0.6836363636363636,train_batch,1.3409818075597286,57.8125
189,0.6872727272727273,train_batch,1.4169222563505173,48.4375
190,0.6909090909090909,train_batch,1.2628782441606745,46.875
191,0.6945454545454546,train_batch,1.3953148573637009,60.9375
192,0.6981818181818182,train_batch,1.2581234374083579,48.4375
193,0.7018181818181818,train_batch,1.7246249616146088,14.0625
194,0.7054545454545454,train_batch,1.4677240382879972,32.8125
195,0.7090909090909091,train_batch,1.5345671139657497,26.5625
196,0.7127272727272728,train_batch,1.3655040422454476,26.5625
197,0.7163636363636363,train_batch,1.4447398465126753,26.5625
198,0.72,train_batch,1.3535563126206398,43.75
199,0.7236363636363636,train_batch,1.6328954175114632,26.5625
200,0.7272727272727273,train_batch,1.3911398947238922,32.8125
201,0.730909090909091,train_batch,1.5164342436473817,18.75
202,0.7345454545454545,train_batch,1.201191078638658,37.5
203,0.7381818181818182,train_batch,1.0981740094721317,53.125
204,0.7418181818181818,train_batch,1.4343114029616117,25.0
205,0.7454545454545455,train_batch,1.5950570292770863,37.5
206,0.7490909090909091,train_batch,1.5331456363201141,18.75
207,0.7527272727272727,train_batch,1.307985294610262,34.375
207,0.7527272727272727,validation_selection,1.5602487932802618,33.5125
208,0.7563636363636363,train_batch,1.4210915863513947,42.1875
209,0.76,train_batch,1.3651824789121747,37.5
210,0.7636363636363637,train_batch,1.4703964740037918,43.75
211,0.7672727272727272,train_batch,1.7472694031894207,10.9375
212,0.7709090909090909,train_batch,1.3267880028579384,45.3125
213,0.7745454545454545,train_batch,1.2962855184450746,39.0625
214,0.7781818181818182,train_batch,1.6035641841590405,54.6875
215,0.7818181818181819,train_batch,1.5007178634405136,25.0
216,0.7854545454545454,train_batch,1.6617153040133417,25.0
217,0.7890909090909091,train_batch,1.4039381595794111,35.9375
218,0.7927272727272727,train_batch,1.1975384503602982,54.6875
219,0.7963636363636364,train_batch,1.055198066867888,54.6875
220,0.8,train_batch,1.3812930304557085,40.625
221,0.8036363636363636,train_batch,1.357656312371546,35.9375
222,0.8072727272727273,train_batch,1.4189440980553627,39.0625
223,0.8109090909090909,train_batch,1.4881759000127204,26.5625
224,0.8145454545454546,train_batch,1.579563403269276,43.75
225,0.8181818181818182,train_batch,0.9068963606841862,68.75
226,0.8218181818181818,train_batch,1.413022167980671,42.1875
227,0.8254545454545454,train_batch,1.25458356551826,29.6875
228,0.8290909090909091,train_batch,1.4540363512933254,21.875
229,0.8327272727272728,train_batch,1.7177903577685356,15.625
230,0.8363636363636363,train_batch,1.5314153674989939,37.5
231,0.84,train_batch,1.2713993582874537,60.9375
232,0.8436363636363636,train_batch,1.6053195409476757,28.125
233,0.8472727272727273,train_batch,1.5145664066076279,29.6875
234,0.850909090909091,train_batch,1.4535479079931974,45.3125
235,0.8545454545454545,train_batch,1.6476017385721207,34.375
236,0.8581818181818182,train_batch,1.7532300725579262,15.625
237,0.8618181818181818,train_batch,1.4098431579768658,45.3125
238,0.8654545454545455,train_batch,1.5143334865570068,35.9375
239,0.8690909090909091,train_batch,1.3931115455925465,29.6875
240,0.8727272727272727,train_batch,1.3864457942545414,23.4375
241,0.8763636363636363,train_batch,1.3966934317722917,51.5625
242,0.88,train_batch,1.3116311756893992,46.875
243,0.8836363636363637,train_batch,1.2494652322493494,50.0
244,0.8872727272727273,train_batch,1.33520994707942,50.0
245,0.8909090909090909,train_batch,1.4621306508779526,34.375
246,0.8945454545454545,train_batch,1.4506827925797552,28.125
247,0.8981818181818182,train_batch,1.547132607549429,20.3125
248,0.9018181818181819,train_batch,1.4061387702822685,39.0625
249,0.9054545454545454,train_batch,1.385845348238945,32.8125
250,0.9090909090909091,train_batch,1.5362638272345066,32.8125
251,0.9127272727272727,train_batch,1.2506420854479074,57.8125
252,0.9163636363636364,train_batch,1.5747482106089592,25.0
253,0.92,train_batch,1.357959609478712,43.75
254,0.9236363636363636,train_batch,1.1917043230496347,50.0
255,0.9272727272727272,train_batch,1.07864991389215,62.5
256,0.9309090909090909,train_batch,1.724503233563155,54.6875
257,0.9345454545454546,train_batch,1.4711456410586834,40.625
258,0.9381818181818182,train_batch,1.3771602809429169,45.3125
259,0.9418181818181818,train_batch,1.295872749760747,54.6875
260,0.9454545454545454,train_batch,1.4531423822045326,56.25
261,0.9490909090909091,train_batch,1.331806562433485,46.875
262,0.9527272727272728,train_batch,1.5718503296375275,32.8125
263,0.9563636363636364,train_batch,1.4727426134049892,12.5
264,0.96,train_batch,1.4922315403819084,31.25
265,0.9636363636363636,train_batch,1.4154113214462996,40.625
266,0.9672727272727273,train_batch,1.1967556192539632,70.3125
267,0.9709090909090909,train_batch,1.2955855182372034,53.125
268,0.9745454545454545,train_batch,1.5846510790288448,42.1875
269,0.9781818181818182,train_batch,1.6919278241693974,18.75
270,0.9818181818181818,train_batch,1.400885958224535,50.0
271,0.9854545454545455,train_batch,1.3089191876351833,60.9375
272,0.9890909090909091,train_batch,1.1571047366596758,48.4375
273,0.9927272727272727,train_batch,1.3060198919847608,42.1875
274,0.9963636363636363,train_batch,1.2436318956315517,50.0
275,1.0,train_batch,1.0561957503668964,57.8125
275,1.0,validation_selection,1.5631679107638714,35.8875
275,1,train_diagnostic,1.3945206320012251,38.96484375
276,1.0036363636363637,train_batch,1.1246291757561266,46.875
277,1.0072727272727273,train_batch,0.9545194548554718,71.875
278,1.010909090909091,train_batch,1.0684815912973136,48.4375
279,1.0145454545454546,train_batch,1.279402982443571,46.875
280,1.018181818181818,train_batch,1.2287114430218935,59.375
281,1.0218181818181817,train_batch,1.664925191551447,25.0
282,1.0254545454545454,train_batch,1.7696413043886423,20.3125
283,1.029090909090909,train_batch,1.2140248506329954,51.5625
284,1.0327272727272727,train_batch,1.2461525388062,46.875
285,1.0363636363636364,train_batch,1.3285220241523348,40.625
286,1.04,train_batch,0.8476418753853068,68.75
287,1.0436363636363637,train_batch,1.1055540614761412,59.375
288,1.0472727272727274,train_batch,1.5556725487113,45.3125
289,1.050909090909091,train_batch,1.0202247179113328,68.75
290,1.0545454545454545,train_batch,1.0615509152412415,56.25
291,1.0581818181818181,train_batch,1.3879385776817799,34.375
292,1.0618181818181818,train_batch,1.4868241753429174,28.125
293,1.0654545454545454,train_batch,1.277285935357213,57.8125
294,1.069090909090909,train_batch,1.0385339552594814,68.75
295,1.0727272727272728,train_batch,1.5448674522340298,43.75
296,1.0763636363636364,train_batch,1.6171654351055622,29.6875
297,1.08,train_batch,1.7698533535003662,28.125
298,1.0836363636363637,train_batch,1.270246747881174,45.3125
299,1.0872727272727274,train_batch,1.4380001183599234,53.125
300,1.0909090909090908,train_batch,1.1637891777791083,59.375
301,1.0945454545454545,train_batch,1.111271932721138,64.0625
302,1.0981818181818181,train_batch,1.0666535178897902,65.625
303,1.1018181818181818,train_batch,1.601427834481001,28.125
304,1.1054545454545455,train_batch,1.4719632547348738,26.5625
305,1.1090909090909091,train_batch,1.340953099541366,40.625
306,1.1127272727272728,train_batch,0.9633885644143447,56.25
307,1.1163636363636364,train_batch,1.4224130380898714,31.25
308,1.12,train_batch,1.2352468946482986,28.125
309,1.1236363636363635,train_batch,1.3263224275906396,40.625
310,1.1272727272727272,train_batch,1.790735266637057,39.0625
311,1.1309090909090909,train_batch,1.4709410071372986,34.375
312,1.1345454545454545,train_batch,1.3234124388545752,32.8125
313,1.1381818181818182,train_batch,1.0860690837725997,46.875
314,1.1418181818181818,train_batch,1.5177594653796405,40.625
315,1.1454545454545455,train_batch,1.2588424598798156,71.875
316,1.1490909090909092,train_batch,1.2531814388930798,48.4375
317,1.1527272727272728,train_batch,1.0909985212601896,70.3125
318,1.1563636363636363,train_batch,1.3744456360582262,29.6875
319,1.16,train_batch,1.4201584048569202,20.3125
320,1.1636363636363636,train_batch,1.3037646532757208,40.625
321,1.1672727272727272,train_batch,1.3704509902745485,29.6875
322,1.170909090909091,train_batch,1.4291501361876726,32.8125
323,1.1745454545454546,train_batch,1.3546535136410967,35.9375
324,1.1781818181818182,train_batch,1.3539050947874784,51.5625
325,1.1818181818181819,train_batch,1.34721910324879,43.75
326,1.1854545454545455,train_batch,1.1889347732067108,57.8125
327,1.189090909090909,train_batch,1.2152549552847631,35.9375
328,1.1927272727272726,train_batch,1.4299167126300745,34.375
329,1.1963636363636363,train_batch,1.1808600111398846,53.125
330,1.2,train_batch,1.2500775344669819,46.875
331,1.2036363636363636,train_batch,1.1296748556778766,42.1875
332,1.2072727272727273,train_batch,1.0629390666726977,57.8125
333,1.210909090909091,train_batch,1.3744074546266347,48.4375
334,1.2145454545454546,train_batch,1.1401591397298034,42.1875
335,1.2181818181818183,train_batch,1.6277562752366066,46.875
336,1.221818181818182,train_batch,1.1785262618213892,48.4375
337,1.2254545454545456,train_batch,1.6067243441939354,39.0625
338,1.229090909090909,train_batch,1.2648764243349433,62.5
339,1.2327272727272727,train_batch,1.0559613918885589,56.25
340,1.2363636363636363,train_batch,1.2694714893586934,57.8125
341,1.24,train_batch,1.408634927123785,32.8125
342,1.2436363636363637,train_batch,1.2014277651906013,57.8125
343,1.2472727272727273,train_batch,0.9626263487152755,57.8125
344,1.250909090909091,train_batch,1.2748556652804837,56.25
344,1.250909090909091,validation_selection,1.5858105131623401,37.5875
345,1.2545454545454544,train_batch,1.2983218850567937,54.6875
346,1.2581818181818183,train_batch,1.5669023729860783,23.4375
347,1.2618181818181817,train_batch,1.313724884064868,39.0625
348,1.2654545454545454,train_batch,1.3269488494843245,40.625
349,1.269090909090909,train_batch,1.4748962689191103,34.375
350,1.2727272727272727,train_batch,1.2937921259726863,54.6875
351,1.2763636363636364,train_batch,1.2388019911013544,65.625
352,1.28,train_batch,1.3251274526119232,37.5
353,1.2836363636363637,train_batch,1.1322125722654164,60.9375
354,1.2872727272727273,train_batch,1.0077008684347675,67.1875
355,1.290909090909091,train_batch,1.4793899031355977,40.625
356,1.2945454545454544,train_batch,1.2800554255954921,60.9375
357,1.298181818181818,train_batch,1.0441071945242584,48.4375
358,1.3018181818181818,train_batch,1.1790488548576832,39.0625
359,1.3054545454545454,train_batch,0.9063662413973361,71.875
360,1.309090909090909,train_batch,1.5314420573413372,51.5625
361,1.3127272727272727,train_batch,0.990045334212482,71.875
362,1.3163636363636364,train_batch,1.127997448493261,56.25
363,1.32,train_batch,1.4200700315413997,29.6875
364,1.3236363636363637,train_batch,1.0402785560290795,57.8125
365,1.3272727272727272,train_batch,1.2967107659205794,37.5
366,1.330909090909091,train_batch,1.1450893827714026,45.3125
367,1.3345454545454545,train_batch,1.21703538345173,59.375
368,1.3381818181818181,train_batch,1.4477532412856817,28.125
369,1.3418181818181818,train_batch,1.3359282533929218,45.3125
370,1.3454545454545455,train_batch,1.3802597073372453,32.8125
371,1.3490909090909091,train_batch,1.2924461313523352,29.6875
372,1.3527272727272728,train_batch,1.4571705553680658,26.5625
373,1.3563636363636364,train_batch,1.4326734074493288,34.375
374,1.3599999999999999,train_batch,1.036631205410231,65.625
375,1.3636363636363638,train_batch,1.1857909101527184,42.1875
376,1.3672727272727272,train_batch,1.5033494508825243,26.5625
377,1.3709090909090909,train_batch,1.337485698517412,54.6875
378,1.3745454545454545,train_batch,1.1990752915735357,65.625
379,1.3781818181818182,train_batch,1.0631123965722509,70.3125
380,1.3818181818181818,train_batch,0.9201223428826779,64.0625
381,1.3854545454545455,train_batch,0.9372258307412267,64.0625
382,1.3890909090909092,train_batch,1.1964362802973483,39.0625
383,1.3927272727272726,train_batch,1.387628574273549,62.5
384,1.3963636363636365,train_batch,1.3760491600260139,39.0625
385,1.4,train_batch,1.6566084288060665,35.9375
386,1.4036363636363636,train_batch,1.2751125572249293,43.75
387,1.4072727272727272,train_batch,1.0972758216958027,56.25
388,1.410909090909091,train_batch,1.0256497878581285,60.9375
389,1.4145454545454546,train_batch,1.2418224029242992,60.9375
390,1.4181818181818182,train_batch,1.27961063105613,51.5625
391,1.4218181818181819,train_batch,1.3933583745965734,37.5
392,1.4254545454545455,train_batch,0.993299838155508,54.6875
393,1.4290909090909092,train_batch,1.2529801999917254,46.875
394,1.4327272727272726,train_batch,1.1307367105036974,57.8125
395,1.4363636363636363,train_batch,0.9012267187354155,75.0
396,1.44,train_batch,1.3286606539040804,40.625
397,1.4436363636363636,train_batch,1.4846150390803814,42.1875
398,1.4472727272727273,train_batch,1.1044383671833202,51.5625
399,1.450909090909091,train_batch,1.5629182276315987,28.125
400,1.4545454545454546,train_batch,1.084845869569108,50.0
401,1.4581818181818182,train_batch,1.6045382022857666,17.1875
402,1.461818181818182,train_batch,1.4767503421753645,35.9375
403,1.4654545454545453,train_batch,1.3015522884088568,48.4375
404,1.4690909090909092,train_batch,1.1628045547986403,59.375
405,1.4727272727272727,train_batch,1.3394259698688984,54.6875
406,1.4763636363636363,train_batch,1.2736504029016942,39.0625
407,1.48,train_batch,1.1590568310348317,43.75
408,1.4836363636363636,train_batch,1.3889411315321922,39.0625
409,1.4872727272727273,train_batch,1.3246265947818756,50.0
410,1.490909090909091,train_batch,1.239391827955842,32.8125
411,1.4945454545454546,train_batch,1.1382383266463876,42.1875
412,1.498181818181818,train_batch,1.4982397388666868,32.8125
413,1.501818181818182,train_batch,0.9111918141134083,56.25
413,1.501818181818182,validation_selection,1.6077705608547896,37.1
